nome;morada;postal;localidade;lat;lng;codigo
Jardim de Infância de Godinhaços, Vila Verde;Igreja - Godinhaços  ;4730 - 200 godinhaços;Igreja;41.71083;-8.458416;313134
Jardim de Infância de Goim, Romariz, Santa Maria da Feira;Rua de Goim  ;3700 - 876 romariz;Romariz;40.942455;-8.447415;109033
Jardim de Infância de Golães, Fafe;Pequite  ;4820 - 461 golães;Golães;41.454597;-8.194174;307925
Jardim de Infância de Gondesende, Olival, Vila Nova de Gaia;R. de Gondesende  ;4415 - 699 olival vng; 4415-699        Olival;41.045307;-8.529924;1317780
Jardim de Infância de Gondiães, Cabeceiras de Basto;Gondiães  ;4860 - 220 gondiães cbc;Gondiães;41.59064;-7.83885;304658
Jardim de Infância de Gondiães, Vila Verde;Igreja  ;4730 - 220 gondiães vvd;Igreja (Gondiães);41.675262;-8.448027;313752
Jardim de Infância de Gouvinhas, Sabrosa;Gouvinhas  ;5060 - 052 gouvinhas;Gouvinhas;41.18319;-7.6328716;1710938
Jardim de Infância de Goães, Vila Verde;Lugar de Igreja  ;4730 - 190 goães vvd;Goães;41.684204;-8.505607;313835
Jardim de Infância de Granja, Lousada;Granja  ;4620 - 111 covas lsd;Covas;41.287243;-8.3268;1305850
Jardim de Infância de Gravelos, Vila Real;Gravelos - Adoufe   ;5000 - 000 vila real;Adoufe;41.341198;-7.723857;1714480
Jardim de Infância de Grijó de Vale Benfeito, Macedo de Cavaleiros;Rua do Santo Cristo  ;5340 - 000 macedo de cavaleiros;Grijó;41.503105;-6.9755673;405009
Jardim de Infância de Groute, Raimonda, Paços de Ferreira;Rui Luís Coelho, 30  ;4590 - 644 raimonda;Raimonda;41.317547;-8.331348;1309888
Jardim de Infância de Gualtar, Braga;Rua José Maria Rodrigues  ;4710 - 080 braga;Gualtar;41.568787;-8.388853;303129
Jardim de Infância de Gândara, Santa Maria da Feira;Av. Francisco Sá Carneiro  ;4520 - 542 sanfins vfr;Gandara;40.9298;-8.525551;109849
Jardim de Infância de Igreja,  Forjães, Esposende;Rua Padre Joaquim Gomes dos Santos  ;4740 - 439 forjães;Forjães;41.603245;-8.742665;306774
Jardim de Infância de Igreja, Aguiar, Barcelos;Lugar da Igreja  ;4750 - 042 aguiar bcl;Igreja (Aguiar);41.626835;-8.654306;302359
Jardim de Infância de Igreja, Areias, Santo Tirso;R. Nossa Senhora Do Rosario 49  ;4780 - 045 areias sts;Igreja (Areias);41.36324;-8.474362;1314221
Jardim de Infância de Igreja, Bitarães, Paredes;R. Padre João Pacheco, 240  ;4580 - 290 besteiros prd;Bitarães;41.226696;-8.322728;1310347
Jardim de Infância de Igreja, Caldas de São Jorge, Santa Maria da Feira;Avenida da Igreja, 22  ;4505 - 686 caldas de são jorge;Caldas de S. Jorge;40.966194;-8.504028;109746
Jardim de Infância de Igreja, Campo, Barcelos;Jardim de Infancia de Igreja Campo  ;4750 - 000 barcelos;Igreja (Campo);41.587673;-8.612819;302594
Jardim de Infância de Igreja, Gondar, Amarante;Urbanização do Castelo  ;4600 - 642 gondar amt;Gondar;41.253628;-8.031933;1301894
Jardim de Infância de Igreja, Gondifelos, Vila Nova de Famalicão;R. José Gomes Ferreira, n.º 38  ;4760 - 503 gondifelos;Gondifelos;41.41957;-8.600022;312269
Jardim de Infância de Igreja, Gouveia - São Simão, Amarante;Infesta - Antiga EB1  ;4600 - 741 são simão gouveia; Gouveia (S. Simão);41.230537;-8.045565;1301236
Jardim de Infância de Igreja, Jesufrei, Vila Nova de Famalicão;R. 15 de Julho, n.º 93  ;4770 - 160 jesufrei;Vila Nova de Famalicão;41.458782;-8.506926;312941
Jardim de Infância de Igreja, Madail, Oliveira de Azeméis;Rua da Igreja - Lugar da Igreja  ;3720 - 122 madail;Madail;40.836388;-8.504587;113271
Jardim de Infância de Igreja, Magrelos, Marco de Canaveses;Lugar de Paçal  ;4625 - 167 magrelos;Magrelos;41.097996;-8.217301;1307124
Jardim de Infância de Igreja, Manhente, Barcelos;Rua das Escolas (EM 557)  ;4750 - 558 manhente;Igreja (Manhente);41.54668;-8.573747;302318
Jardim de Infância de Igreja, Marecos, Penafiel;Igreja - Marecos  ;4560 - 000 penafiel;Igreja;41.18528;-8.291807;1311364
Jardim de Infância de Igreja, Marinhas, Esposende;Rua da Várzea  ;4740 - 572 esposende;Marinhas;41.559486;-8.779928;306128
Jardim de Infância de Igreja, Priscos, Braga;Igreja  ;4705 - 562 priscos;Priscos;41.500385;-8.478206;303896
Jardim de Infância de Igreja, Sandiães, Ponte de Lima;Sandiães - Ponte de Lima  ;4990 - 735 sandiães;Sandiães;41.640804;-8.571559;1607802
Jardim de Infância de Igreja, Torre, Penafiel;Torre  ;4575 - 218 entre-os-rios;Pinheiro;41.12022;-8.298147;1311972
Jardim de Infância de Igreja, Viariz, Baião;Lugar  de Igreja - Viariz  ;4640 - 467 santa marinha do zêzere;Viariz;41.17121;-7.964264;1302486
Jardim de Infância de Igreja, Vila Maior, Santa Maria da Feira;Rua do Parque Desportivo  ;4535 - 523 paços de brandão;Igreja - Vila Maior;41.009342;-8.481615;109871
Jardim de Infância de Igreja, Vilar de Figos, Barcelos;Rua de São Paio dos Principais (EM 553)  ;4755 - 575 vilar de figos;Igreja;41.473114;-8.654021;302679
Jardim de Infância de Igreja, Vilarinho das Cambas, Vila Nova de Famalicão;Salão Paroquial de Vilarinho das Cambas  ;4760 - 754 vilarinho das cambas;Igreja;41.384842;-8.554761;312206
Jardim de Infância de Igreja, Âncora, Caminha;Rua do Paço  ;4910 - 019 âncora;Vila Praia de Âncora;41.801533;-8.847662;1602330
Jardim de Infância de Insuela, Besteiros, Paredes;Rua S. Cosme, nº261  ;4580 - 287 besteiros prd;Besteiros;41.22137;-8.346769;1310447
Jardim de Infância de Jancido, Gondomar;Rua de Santo Ovídeo  ;4515 - 165 foz do sousa;Jancido;41.08983;-8.49454;1304862
Jardim de Infância de Laborim, Mafamude, Vila Nova de Gaia;Pcta Aquilino Ribeiro  ;4430 - 310 vila nova de gaia;Vila Nova de Gaia;41.101448;-8.597214;1317025
Jardim de Infância de Ladoeiro, Baião;Rua do Ladoeiro - Ladoeiro  ;4640 - 220 frende;Frende;41.125725;-7.9220223;1302807
Jardim de Infância de Ladroeira, Castelo de Paiva;Ladroeira - Bairros  ;4550 - 027 bairros;Ladroeira;41.02775;-8.257516;106646
Jardim de Infância de Lagar, Vandoma, Paredes;Rua das Cruzes, 145  ;4585 - 751 vandoma;Vandoma;41.195335;-8.404743;1310598
Jardim de Infância de Lage, Paredes;Rua Escola da Lage  ;4585 - 251 parada de todeia;Parada de Todeia;41.168507;-8.372493;1310626
Jardim de Infância de Lage, Vila Nova de Famalicão;Rua Rodrigues Sampaio  ;4760 - 000 vila nova de famalicão;Lage;41.385464;-8.538771;312167
Jardim de Infância de Lage, Visage, Vila Verde;Visage - Lage  ;4730 - 247 lage;Visage;41.62323;-8.464339;313572
Jardim de Infância de Lagoa, Lousada;Lagoa - Nogueira  ;4620 - 000 lousada;Lagoa;41.287064;-8.262953;1305626
Jardim de Infância de Lagoaça, Freixo de Espada à Cinta;R. das Eiras  ;5180 - 216 lagoaça;Lagoaça;41.193787;-6.7273073;404662
Jardim de Infância de Lalim, Lamego;Avenida da Igreja  ;5100 - 550 lalim;Lalim;41.0401;-7.815485;1805769
Jardim de Infância de Lama, Marco de Canaveses;Alpendurada  ;4575 - 029 alpendurada e matos;Lama;41.086655;-8.242171;1307294
Jardim de Infância de Lamas de Orelhão, Mirandela;R. do Adro - Lamas de Orelhão  ;5370 - 152 lamas de orelhão;Mirandela;41.439247;-7.2887764;407996
Jardim de Infância de Lamas, Braga;Rua das Mamôas  ;4705 - 480 lamas brg;Lamas;41.503494;-8.432006;303094
Jardim de Infância de Lamaçães, Braga;Travessa do Parque - Lamaçães  ;4710 - 000 padim da graça;Cangosta;41.547268;-8.391835;303831
Jardim de Infância de Lameiros, Cabeceiras de Basto;Lameiros - Refojos  ;4860 - 104 basto;Lameiros;41.493584;-7.977201;304331
Jardim de Infância de Lamela, Giela, Arcos de Valdevez;Bairro do Sobreiro  ;4970 - 155 arcos de valdevez;Giela;41.850224;-8.415196;1601010
Jardim de Infância de Lanhas, Vila Verde;Rua Francisco Sá Carneiro  ;4730 - 260 lanhas;Lanhas;41.6682;-8.408983;313271
Jardim de Infância de Larinho, Torre de Moncorvo;Rua Dr. Celestino M. Leandro  ;5160 - 000 torre de moncorvo;Larinho;41.2005;-7.014541;409122
Jardim de Infância de Leiradas, Cabeceiras de Basto;Leiradas  ;4860 - 427 rio douro;Rio Douro;41.526546;-7.936437;304933
Jardim de Infância de Lomar, Braga;R. das Regadinhas - Lomar  ;4700 - 194 são paio merelim;Regadinhas;41.530952;-8.426576;303184
Jardim de Infância de Lomba, Amarante;Talegre   ;4600 - 661 lomba amt;Lomba - Amarante;41.249397;-8.077755;1301051
Jardim de Infância de Lombo, Macedo de Cavaleiros;Lombo  ;5340 - 190 lombo;Lombo;41.458614;-6.850652;405467
Jardim de Infância de Lordelo, Baião;Lordelo  ;4640 - 019 ancede;Ancede;41.107296;-8.029043;1302910
Jardim de Infância de Loureiro, Peso da Régua;Loureiro - Peso da Régua  ;5050 - 313 loureiro prg;Loureiro;41.19004;-7.809579;1708728
Jardim de Infância de Légua, Marco de Canaveses;Légua - Várzea de Ovelha E Aliviada  ;4635 - 605 várzea ovelha e aliviada;Légua;41.22426;-8.100295;1307262
Jardim de Infância de Macieira, Santa Maria da Feira;Rua das Escolas  ;4520 - 000 santa maria da feira;Macieira;40.912693;-8.5524645;109061
Jardim de Infância de Magueija, Lamego;Magueija  ;5100 - 603 magueija;Magueija;41.05189;-7.872885;1805687
Jardim de Infância de Manhouce, Santa Maria da Feira;Rua Afonso Albuquerque, 817  ;3700 - 403 arrifana vfr;Manhouce;40.90748;-8.508505;109428
Jardim de Infância de Manhuncelos, Marco de Canaveses;Manhuncelos - Marco de Canaveses  ;4630 - 168 manhuncelos;Manhuncelos;41.146206;-8.142381;1307875
Jardim de Infância de Marrancos, Vila Verde;Lugar da  Ordem - Marrancos  ;4730 - 000 vila verde;Vila Verde;41.666264;-8.519784;313065
Jardim de Infância de Martim, Barcelos;Lugar de Stº António  ;4750 - 000 barcelos;Martim;41.53379;-8.51926;302898
Jardim de Infância de Mascarenhas, Mirandela;Rua Venâncio Calhau  ;5370 - 173 mascarenhas;Mascarenhas;41.562504;-7.134316;407136
Jardim de Infância de Medas, Gondomar;Rua Outeiro do Seixo - Conjunto Habitacional dos Carvalhos  ;4515 - 411 medas;Medas;41.06284;-8.433384;1304188
Jardim de Infância de Meio, Viana do Castelo;Rua Fontes Pereira de Melo  ;4900 - 752 viana do castelo;Lugar do Meio - Areosa;41.710262;-8.849773;1609179
Jardim de Infância de Milheirós - Santa Casa da Misericórdia da Maia;Rua da Vessada  ;4475 - 385 maia;Milheirós;41.216877;-8.592604;1306903
Jardim de Infância de Mineiro, São Pedro da Cova, Gondomar;Conj. Habitacional do Bairro Mineiro - S. Pedro da Cova  ;4510 - 418 são pedro da cova;S. Pedro da Cova;41.163425;-8.510968;1304053
Jardim de Infância de Mirandela;R. Dr. José Bacelar  ;5370 - 431 mirandela;Mirandela;41.486496;-7.1803427;407257
Jardim de Infância de Mire de Tibães, Braga;Carrascal - Mire de Tibães  ;4700 - 565 mire de tibães;Carrascal;41.566235;-8.476373;303656
Jardim de Infância de Moimenta, Vinhais;Largo do Toural  ;5320 - 070 moimenta vnh;Moimenta;41.95108;-6.974289;412517
Jardim de Infância de Moledo, Caminha;R. da Costa  ;4910 - 668 moledo cmn;Moledo;41.84791;-8.859763;1602300
Jardim de Infância de Mondim de Basto;Mondim  ;4880 - 000 mondim de basto;Mondim de Basto;41.41047;-7.962148;1705238
Jardim de Infância de Monte Crasto, Gondomar;R. Serafim Rosas  ;4420 - 329 gondomar;Gondomar;41.139713;-8.537509;1304950
Jardim de Infância de Monte Grande, Capela, Penafiel;Monte Grande    ;4575 - 200 capela;Capela;41.10654;-8.353649;1311770
Jardim de Infância de Monte, Braga;R. Manuel Ferreira Capa - Nogueira  ;4710 - 163 monte;Monte;41.53311;-8.414208;303345
Jardim de Infância de Monte, Mouriz, Paredes;Rua do Fontanário Velho, 134  ;4580 - 594 mouriz;Mouriz;41.187424;-8.356202;1310339
Jardim de Infância de Montinho, Barcelos;Lugar do Montinho  ;4755 - 534 várzea bcl;Várzea;41.51412;-8.579104;302989
Jardim de Infância de Morais, Macedo de Cavaleiros;Morais  ;5340 - 351 morais;Morais;41.49221;-6.7733517;405167
Jardim de Infância de Moreira do Castelo, Celorico de Basto;Moreira do Castelo  ;4890 - 441 moreira do castelo;Carvalhal;41.35395;-8.064207;305892
Jardim de Infância de Moreno, Viana do Castelo;Lg de Moreno  ;4925 - 595 serreleis;Serreleis;41.709522;-8.754835;1609355
Jardim de Infância de Mosteiro, Vila Meã, Amarante;Travanca  ;4605 - 000 vila meã;Vila Mea;41.28007;-8.19223;1301778
Jardim de Infância de Mosteiro, Vila Nova de Famalicão;R. Eng.º Pinheiro Braga  ;4775 - 488 santa eulália arnoso;Mosteiro;41.46422;-8.520179;312472
Jardim de Infância de Mouquim, Vila Nova de Famalicão;Rua da Juncosa,14 - Mouquim  ;4770 - 360 mouquim;V. N. de Famalicão;41.437252;-8.521961;312274
Jardim de Infância de Mozelos, Paredes de Coura;Lama - Mozelos  ;4940 - 384 mozelos pcr;Mozelos;41.924465;-8.554712;645849
Jardim de Infância de Murraceses, Vila Nova de Gaia;R. Bela Vista - Grijó  ;4415 - 458 grijó vng;Murraceses;41.032738;-8.564998;1317920
Jardim de Infância de Murteirados, Fornos, Marco de Canaveses;Bairros dos Murteirados   ;4630 - 000 marco de canaveses;Fornos;41.189785;-8.146452;1307440
Jardim de Infância de Murça;Rua de Avenida  Bombeiros Voluntários  ;5090 - 000 murça;Murça;41.403763;-7.451123;1707054
Jardim de Infância de Mó, Paredes;Rua da Mó, 17  ;4580 - 225 duas igrejas prd;Mó;41.2164;-8.32838;1310129
Jardim de Infância de Nogueira - Santa Casa da Misericórdia da Maia;Rua do Rio  ;4470 - 000 maia;Nogueira;41.22755;-8.5843;1306516
Jardim de Infância de Nogueira do Cravo, Oliveira de Azeméis;Rua Engenheiro Fernando Soares David  ;3700 - 000 são joão da madeira;Nogueira do Cravo;40.89;-8.45174;113558
Jardim de Infância de Nogueira, Vila Real;Rua da Veiguinha  ;5000 - 391 nogueira vrl;Nogueira;41.22762;-7.729454;1714864
Jardim de Infância de Nojões, Castelo de Paiva;Nojões  ;4550 - 675 real cpv;Real;41.031548;-8.285537;106687
Jardim de Infância de Nossa Senhora da Saúde, Laúndos, Póvoa de Varzim;Rua de S. Miguel  ;4570 - 346 laúndos;Laúndos;41.4343;-8.722591;1313138
Jardim de Infância de Olival Social;Avenida Eng. Adelino Amaro da Costa, nº 2050  ;4415 - 766 olival vng;Olival;41.05097;-8.521625;1317346
Jardim de Infância de Oliveira do Arda, Castelo de Paiva;Rua Senhora das Amoras  ;4550 - 612 raiva;Oliveira do Arda Raiva;41.035618;-8.354336;106992
Jardim de Infância de Oliveira, Barcelos;Avenida Francisco Araújo Gomes (CM 1057)  ;4750 - 000 barcelos;Oliveira;41.58652;-8.543891;302785
Jardim de Infância de Ordonhe, Santa Maria da Feira;Rua Escolas de Ordonhe  ;4535 - 000 lourosa;Vergada-Ordonhe;41.009274;-8.551047;109935
Jardim de Infância de Outeiro Jusão, Chaves;Rua das Hortas  ;5400 - 575 chaves;Outeiro Jusão;41.716347;-7.481873;1703075
Jardim de Infância de Outeiro, Cabeceiras de Basto;Fojos  ;4860 - 330 fojos - outeiro;Fojos - Outeiro;41.51256;-8.044485;304346
Jardim de Infância de Outeiro, Santa Maria da Feira;Praça dos Eleitos Locais  ;4520 - 815 travanca vfr;Outeiro;40.905483;-8.569272;109489
Jardim de Infância de Outeiro, Vila Nova de Famalicão;Rua Comendador Costa Sá  ;4760 - 692 outiz;Outeiro- Outiz;41.420044;-8.557701;312463
Jardim de Infância de Padim da Graça, Braga;Nogueiredo  ;4700 - 670 padim da graça;Padim da Graça;41.567154;-8.491348;303513
Jardim de Infância de Padinho, Vila do Conde;R.Adário Gonçalves Moreira  ;4485 - 829 vilar de pinheiro;Vilar do Pinheiro;41.269478;-8.664042;1316235
Jardim de Infância de Padronelo, Amarante;Padronelo  ;4600 - 704 padronelo;Padronelo;41.25334;-8.054769;1301521
Jardim de Infância de Painzela, Cabeceiras de Basto;Painzela  ;4860 - 245 painzela;Painzela;41.52401;-8.005751;304170
Jardim de Infância de Palaçoulo, Miranda do Douro;R. da Industria  ;5225 - 032 palaçoulo;Palaçoulo;41.456013;-6.445833;406556
Jardim de Infância de Panoias, Braga;Travessa da Fonte  ;4700 - 760 panoias brg;Agrafonte;41.5722;-8.469459;303772
Jardim de Infância de Panque, Igreja, Barcelos;Escola básica do 1º ciclo de Igreja (Panque)  ;4750 - 606 panque;Igreja;41.634144;-8.59372;302687
Jardim de Infância de Parada de Tibães, Braga;Rua de Cima  ;4700 - 765 parada de tibães;Parada de Tibães;41.56133;-8.460409;303096
Jardim de Infância de Parada do Pinhão, Sabrosa;Parada do Pinhão  ;5060 - 108 parada de pinhão;Parada do Pinhão;41.33538;-7.59361;1710422
Jardim de Infância de Parada, Parada de Atei, Mondim de Basto;Parada de Atei  ;4880 - 043 atei;Parada;41.443413;-7.926311;1705981
Jardim de Infância de Paradança, Mondim de Basto;Paradança  ;4880 - 281 paradança;Mondim de Basto;41.37992;-7.9519444;1705787
Jardim de Infância de Paredes;Av. Padre Moreira das Neves  ;4580 - 162 paredes;Castelões de Cepeda;41.207703;-8.337764;1310539
Jardim de Infância de Passos, Cabeceiras de Basto;Prado - Passos  ;4860 - 000 cabeceiras de basto;Prado;41.48692;-8.045431;304257
Jardim de Infância de Passos, Mirandela;Rua da Frieira  ;5370 - 602 passos mdl;Passos;41.46569;-7.2664475;407924
Jardim de Infância de Paúl, Vila Verde;Rua da Alegria  ;4730 - 000 vila verde;Paúl;41.61488;-8.488103;313387
Jardim de Infância de Pedregais, Vila Verde;Igreja - Pedregais  ;4730 - 360 pedregais;Pedregais;41.701244;-8.47495;313044
Jardim de Infância de Pedreira, Bairro, Vila Nova de Famalicão;Rua da Pedreira  ;4765 - 000 riba de ave;Bairro;41.372494;-8.421271;312154
Jardim de Infância de Pedrouços - Santa Casa da Misericórdia da Maia;Rua António Simões, n.º 514 - Pedrouços  ;4445 - 000 ermesinde;Pedrouços;41.189194;-8.592148;1306529
Jardim de Infância de Pegarinhos, Alijó;Rua da Escola  ;5070 - 303 pegarinhos;Pegarinhos;41.357536;-7.445437;1701393
Jardim de Infância de Penassal, Vila Pouca de Aguiar;Telões Penassal  ;5450 - 000 vila pouca de aguiar;Telões Penassal;41.45713;-7.6849694;1713107
Jardim de Infância de Pereira, Barcelos;Avenida da Igreja  ;4755 - 402 pereira bcl;Lugar da Igreja;41.49484;-8.629829;302937
Jardim de Infância de Pereiro, Santa Maria da Feira;Rua do Escarigo  ;3700 - 743 milheirós de poiares;Milheirós de Poiares;40.92327;-8.477871;109798
Jardim de Infância de Perletieiro, Cristelo, Paredes;Travessa Casimiro Neto da Silva  ;4580 - 363 cristelo prd;Cristelo;41.23201;-8.35798;1310946
Jardim de Infância de Pico de Regalados, Vila Verde;Lugar de Vila  ;4730 - 390 pico de regalados;Pico de Regalados;41.687515;-8.423779;313706
Jardim de Infância de Picoto, Braga;Lugar  de  Picoto - Vimieiro  ;4705 - 663 vimieiro brg;Stª Ana de Vimieiro;41.511475;-8.463329;303641
Jardim de Infância de Pindelo, Oliveira de Azeméis;Rua Ferreira de Castro, n.º 80  ;3720 - 446 pindelo;Pindelo;40.872105;-8.443088;113086
Jardim de Infância de Pinhão, Oliveira de Azeméis;Rua Professora Rosa Conceição Costa  ;3720 - 454 pindelo;Pinhão;40.862606;-8.438665;113748
Jardim de Infância de Pintalhos, Vale de Cambra;Pintalhos  ;3730 - 300 vale de cambra;Pintalhos;40.893333;-8.368535;119519
Jardim de Infância de Podence, Macedo de Cavaleiros;Rua de São Miguel  ;5340 - 392 podence;Podence;41.589638;-6.9270515;405981
Jardim de Infância de Poiares, Freixo de Espada à Cinta;Eiras de S. Sebastião  ;5180 - 000 freixo de espada à cinta;Poiares;41.05737;-6.859657;404376
Jardim de Infância de Pomares, Braga;Pomares  ;4710 - 744 santa lucrécia de algeriz;Sta Lucrécia;41.59251;-8.373133;303194
Jardim de Infância de Ponte, Novelas, Penafiel;Escola de Ponte, nº 1  ;4560 - 300 novelas;Novelas;41.2246;-8.291231;1311230
Jardim de Infância de Ponte, Vila Verde;Vila de Baixo  ;4730 - 400 ponte vvd;Ponte S Vicente;41.683838;-8.386682;313462
Jardim de Infância de Portela, Paços de Brandão, Santa Maria da Feira;Rua 7, nº 117 -  Urbanização do Cerrado  ;4535 - 334 paços de brandão;Paços de Brandão;40.97062;-8.595019;109020
Jardim de Infância de Pousada, Vila Real;Pousada - Campeã  ;5000 - 071 campeã;Pousada;41.281223;-7.86172;1714264
Jardim de Infância de Pousadela de Baixo, Santa Maria da Feira;Rua Joaquim Domingues Maia, nº1699  ;4500 - 744 nogueira da regedoura;Pousadela de Baixo;41.007538;-8.570375;109883
Jardim de Infância de Praça, Mondim de Basto;Pombal Atei  ;4880 - 046 atei;Praça;41.46503;-7.9300475;1705733
Jardim de Infância de Prelada, Lemelhe, Vila Nova de Famalicão;Rua da Professora Laura Cruz  ;4775 - 416 lemenhe;Vila Nova de Famalicão;41.44901;-8.534859;312310
